ID,Y_INDEX,X_INDEX,NormPop,COUNT,Longitude,Latitude,Code,N_Abund_0,DistBreed,RoostShoreline,HumanDisturb,ForageShoreline,ForageCrops,ForageWoodyWetlands,ForageHerbWetlands,GammaMoveProb
22725,165,108,0,0,1051566.26479,3734730.63487,108_165,0,1785.43029204838,0.125228519195612,0,3647214,0,0,0,8.18883007899781e-05
636,17,108,0,0,1051566.26479,-1028927.60513,108_17,0,1483.7427774622,0.0141329396514475,0.0044397234624802,20898270,0,4065873,4951324,0.000239484870079911
711,18,108,0,517,1051566.26479,-996740.725135,108_18,0,1451.62562160315,0.0176121527001067,0.0192748981860652,417113496,4583886,2639415069.33964,548534244.547509,0.000224097182785288
786,19,108,0,1288,1051566.26479,-964553.845135,108_19,0,1419.51162516601,0.00828607635176392,0.0173720978104434,253973880,683020301.13486,3061522865.73063,450392615.640546,0.000209717329089629
861,20,108,0,1296,1051566.26479,-932366.965135,108_20,0,1387.40100754302,0.00792562334484756,0.0501533445261954,242925750,2274095991.54283,3770497852.24359,219556714.443545,0.000196278505902823
941,21,108,0,1296,1051566.26479,-900180.085135,108_21,0,1355.29400889421,0.00510279859188816,0.0300414564386027,156404250,21803690336.828,3434965889.91204,172467950.145364,0.000183718535878853
1028,22,108,0,1260,1051566.26479,-867993.205135,108_22,0,1323.19089266096,0.00413956393003216,0.0216092880488548,126880452,30230081587.5642,854156358.364365,112003376.237288,0.000171979215871956
1117,23,108,0,1296,1051566.26479,-835806.325135,108_23,0,1291.09194845313,0.0033344074543419,0.0216876322927678,102201858,28137396472.5796,1510094101.20399,124924996.645742,0.000161006308585521
1208,24,108,0,1296,1051566.26479,-803619.445135,108_24,0,1258.9974953761,0.0031627741998303,0.0610217203822453,96850836,23473364846.466,1960330351.29906,78793641.6207476,0.000150749108576442
1300,25,108,0,1296,1051566.26479,-771432.565135,108_25,0,1226.90788587788,0.00302172532786024,0.0279911302503455,92617938,33105256153.4599,1665573107.86169,74262896.4850597,0.000141160693112908
1394,26,108,0,1296,1051566.26479,-739245.685135,108_26,0,1194.82351021336,0.00384859584011173,0.0184928895215877,117962082,16841949716.8073,1153281257.52584,32838878.4906953,0.000132196861467926
1491,27,108,0,1260,1051566.26479,-707058.805135,108_27,0,1162.74480164439,0.00472758004011017,0.017037875359693,144903546,15109454503.9575,1660123872.17626,52391826.6519908,0.000123816354047627
1590,28,108,0,1296,1051566.26479,-674871.925135,108_28,0,1130.67224252068,0.00648989124741929,0.0175506740471229,198919584,178441811.129307,430473924.12986,1163786.32644278,0.000115980653999843
1692,29,108,0,1296,1051566.26479,-642685.045135,108_29,0,1098.60637142047,0.00831126463417494,0.0413324080258553,254745918,104469960,496435050.280288,318961.509291374,0.000108653725059022
1799,30,108,0,1296,1051566.26479,-610498.165135,108_30,0,1066.54779157231,0.0108995777922731,0.0981281631922761,334079478,33578797.2232486,426962139.7693,137966.491033794,0.000101802493134573
1908,31,108,0,1260,1051566.26479,-578311.285135,108_31,0,1034.49718083382,0.00943518316658401,0.194004146512422,289194786,34645649.3492005,340724705.055299,344265.524892093,9.53954247872523e-05
2019,32,108,0,1296,1051566.26479,-546124.405135,108_32,0,1002.45530357303,0.0143981433630179,0.213234271003336,441312894,11193210,230268564.546766,257339.357952036,8.94034159903626e-05
2133,33,108,0,1296,1051566.26479,-513937.525135,108_33,0,970.423024888368,0.022829700518841,0.0829507518326355,699093720,0,46203873.7078204,68892.6932352143,8.37991266664638e-05
2250,34,108,0,1296,1051566.26479,-481750.645135,108_34,0,938.401327720981,0.00210886723082629,0.0287936810416484,64638216,9636744.45837871,8124661.96713771,0,7.85575210034166e-05
2367,35,108,0,1260,1051566.26479,-449563.765135,108_35,0,906.391333567753,0.00628317361935641,0.0233253917863617,192583548,93362501.0515811,9378443.65641288,0,7.36551438029338e-05
2486,36,108,0,1296,1051566.26479,-417376.885135,108_36,0,874.394327708146,0.0121902601254724,0.0188608121570811,373639770,129592342.147153,8560567.46146895,0,6.90692777592112e-05
2607,37,108,0,1296,1051566.26479,-385190.005135,108_37,0,842.411790131673,0.0026934090950545,0.00993547456895466,82554822,30010164.537692,3646922.84197599,0,6.47791266554948e-05
2730,38,108,0,1296,1051566.26479,-353003.125135,108_38,0,810.445433721938,0.0116673861250781,0.0550909427279257,357613326,412433131.943637,11898822.2862735,1825580.67184182,6.07655063129088e-05
2854,39,108,0,1260,1051566.26479,-320816.245135,108_39,0,778.497251756132,0.0159806623476,0.0406771652585838,489818178,458197829.272132,33326558.9226649,42586.3923009641,5.70100103193055e-05
2978,40,108,0,1296,1051566.26479,-288629.365135,108_40,0,746.569577471638,0.00772151140117204,0.0355561268759842,236669580,8242288.76010419,6811771.93377059,0,5.34962011266512e-05
3102,41,108,0,1296,1051566.26479,-256442.485135,108_41,0,714.665159416443,0.00194036630711117,0.0275460793569866,59473548,0,0,0,5.02081412026135e-05
3226,42,108,0,1296,1051566.26479,-224255.605135,108_42,0,682.787257661199,0.00194470911442342,0.0265996947875021,59606658,23218189.1938539,136668,0,4.71307131409898e-05
3350,43,108,0,1296,1051566.26479,-192068.725135,108_43,0,650.939767895994,0.00340272078563381,0.0306994269101835,104198508,103935101.643341,793425.814279958,0,4.42504414350558e-05
3475,44,108,0,1260,1051566.26479,-159881.845135,108_44,0,619.127383254609,0.00055674789742984,0.0230622176632396,17064702,177578015.690947,406702.918495259,248904.483113428,4.15546629299823e-05
3599,45,108,0,1296,1051566.26479,-127694.965135,108_45,0,587.355807859367,0.00362711266718722,0.0178779480061737,111173472,457532230.589107,733482.023715769,127108.823979725,3.90310570431346e-05
3723,46,108,0,1296,1051566.26479,-95508.085135,108_46,0,555.632042290381,0.00243110353339489,0.0337495190340902,74514978,108497991.329588,102599.514448238,0,3.66682790812501e-05
3847,47,108,0,1296,1051566.26479,-63321.205135,108_47,0,523.964770644602,0.00527216807706572,0.0405550455169634,161595540,3603811973.76719,2329241.66304538,0,3.44562196520977e-05
3972,48,108,0,1260,1051566.26479,-31134.325135,108_48,0,492.364893546179,0.00553447363872533,0.0365268311664172,169635384,10908672330.1518,1875776.76636481,0,3.2385114337359e-05
4097,49,108,0,1296,1051566.26479,1052.554865,108_49,0,460.84627478157,0.00801595373694226,0.0457511276099186,245694438,20676093795.6975,2072797.72780857,555598.584209986,3.04460102307282e-05
4222,50,108,0,1296,1051566.26479,33239.434865,108_50,0,429.426807065628,0.00690072081915769,0.0320170863410893,211511790,72366262459.6596,12571996.30226,12919656.6862458,2.86302117444505e-05
4348,51,108,0,1296,1051566.26479,65426.314865,108_51,0,398.129965383579,0.00970443721994321,0.260561663955307,297447606,44054751965.4189,37355741.7906367,2248074.99638654,2.69299292697133e-05
4474,52,108,0,1260,1051566.26479,97613.194865,108_52,0,366.987123901234,0.00740183054902561,0.142755699600785,226659708,47090356987.7001,22972872.3447616,648499.331251204,2.53370502107747e-05
4601,53,108,0,1296,1051566.26479,129800.074865,108_53,0,336.041101571653,0.00254401652351326,0.0325116452378078,77975838,62247370213.6747,40274173.965562,529913.915033757,2.38452421349617e-05
4728,54,108,0,1296,1051566.26479,161986.954865,108_54,0,305.351744460221,0.00299914272983656,0.0829804512871647,91925766,61944333659.1572,43305574.0773013,1057459.30682203,2.24478503925679e-05
4855,55,108,0,1296,1051566.26479,194173.834865,108_55,0,275.004994150161,0.0041543294748938,0.0362325625429395,127333026,82315728860.492,32729905.953398,6534172.35864001,2.11384772266909e-05
4983,56,108,0,1258,1051566.26479,226360.714865,108_56,0,245.128127381131,0.00777536221184388,0.0665774943565219,238320144,41946255102.4945,3644479.99805769,62622244.9948691,1.99119119593064e-05
5112,57,108,0,1296,1051566.26479,258547.594865,108_57,0,215.916289154964,0.0043449900709327,0.00236685794445011,91859211,1740667501.30059,182224,4364602.06142189,1.87633661982554e-05
5241,58,108,0,1296,1051566.26479,290734.474865,108_58,0,187.680265544196,0.00803325671036247,0.0283701276659347,118760742,7311339046.61869,0,69539872.6105364,1.76882123295468e-05
5371,59,108,0.00159084927902,1296,1051566.26479,322921.354865,108_59,0,160.9345,0.005390165604648,0.0255952501196692,163379214,33265196069.4066,0,55727019.1309002,1.66806541701395e-05
5504,60,108,0.00159084927902,1260,1051566.26479,355108.234865,108_60,0,136.55745153224,0.00941228478949193,0.0133226122397122,287943552,38399097295.8776,1913352,274063548.730356,1.5736978662609e-05
5639,61,108,0.00159084927902,1296,1051566.26479,387295.114865,108_61,0,116.051518348232,0.00308802054101007,0.0642037858792729,94548033,32326553528.0432,227780,21106449.5919704,1.48537343703662e-05
5776,62,108,0,1296,1051566.26479,419481.994865,108_62,0,101.783914820074,0.00290063313777702,0.00455247767509118,63147384,7871230030.47134,0,26354087.0317191,1.40272105794705e-05
5913,63,108,0,1296,1051566.26479,451668.874865,108_63,0,96.5607,0.00160123602506012,0,17823429,0,0,0,1.32530437982082e-05
6050,64,108,0,1296,1051566.26479,483855.754865,108_64,0,96.5607,0.00373629022538267,0,18981486,0,0,0,1.25283100335565e-05
6186,65,108,0,1260,1051566.26479,516042.634865,108_65,0,71.972096384988,0.651785714285714,0,971703,0,0,0,1.18501114472642e-05
6599,68,108,0,1296,1051566.26479,612603.274865,108_68,0,32.1869,0.0146054849855614,0,69882750,0,0,24412606.6020064,1.00641348584414e-05
6740,69,108,0,1260,1051566.26479,644790.154865,108_69,0,0,0.0109699396377432,0.000462242877399447,280516014,206927548.550364,27549991,70957581.7424707,9.54313101255804e-06
6884,70,108,0,1296,1051566.26479,676977.034865,108_70,0,0,0.00663754669603563,0.00151407634134118,203445324,101165243.660721,87968592.6945099,0,9.05563544966291e-06
7029,71,108,0,1296,1051566.26479,709163.914865,108_71,0,0,0.0338200755996554,0.000653158787070235,1036607436,0,148205056.997184,0,8.60030338245563e-06
7176,72,108,0.00587724107681,1296,1051566.26479,741350.794865,108_72,1638,0,0.0492596375663582,0.0086251702381945,1509840108,13751183.4845575,339973039,0,8.17483135905687e-06
7323,73,108,0.00587724107681,1260,1051566.26479,773537.674865,108_73,1471,0,0.0303562231125942,0.0142860989343619,930438900,1756240133.21016,300977102.755583,0,7.77719833038288e-06
7471,74,108,0.00587724107681,1296,1051566.26479,805724.554865,108_74,1046,0,0.0449963765156505,0,1378567026,0,40419561,0,7.40533438456501e-06
7619,75,108,0.00587724107681,1296,1051566.26479,837911.434865,108_75,1499,0,0.0385650473528119,0,1181857068,0,397589896.166798,0,7.05822479140493e-06
7770,76,108,0.00587724107681,1296,1051566.26479,870098.314865,108_76,1605,0,0.0272826959637702,8.75854566434612e-05,835904178,0,609897050.702176,0,6.73454054454049e-06
7921,77,108,0.00587724107681,1260,1051566.26479,902285.194865,108_77,1485,0,0.0420315129849355,3.89478516086854e-05,1287093834,0,344357803.990968,0,6.43262445862828e-06
8075,78,108,0.00587724107681,1296,1051566.26479,934472.074865,108_78,1204,0,0.0279465286162238,0.00169899328567582,856536228,0,359140725.929814,0,6.151676951812e-06
8230,79,108,0.00587724107681,1296,1051566.26479,966658.954865,108_79,1500,0,0.0141593012590678,0.00141540898857667,433991844,23239236,715585813.762704,0,5.89022023812286e-06
8385,80,108,0.00587724107681,1296,1051566.26479,998845.834865,108_80,1288,0,0.0154360877178354,0.00987034103226882,473126184,1206456814.81376,445083581.23589,0,5.64737431957009e-06
8540,81,108,0.00587724107681,1296,1051566.26479,1031032.71487,108_81,2731,0,0.00915729122062184,0.00794772622452605,280675746,199035171.661432,1504554888.72716,0,5.42234635549421e-06
8695,82,108,0.00587724107681,1260,1051566.26479,1063219.59487,108_82,1333,0,0.0119192689491883,0.000274465422133899,365333706,11342080.3704385,645841544.214761,0,5.21451821142146e-06
8851,83,108,0.00587724107681,1296,1051566.26479,1095406.47487,108_83,2985,0,0.0192256914647832,8.06028537579343e-05,589277970,0,1546807869.39039,0,5.02273316548929e-06
9007,84,108,0.00587724107681,1296,1051566.26479,1127593.35487,108_84,7428,0,0.0259362864762964,0,794799810,0,4136017895.70323,0,4.84596444177028e-06
9163,85,108,0.00587724107681,1296,1051566.26479,1159780.23487,108_85,7820,0,0.0218866390572016,0,670821156,0,4425421639.40399,0,4.68349276602575e-06
9322,86,108,0.00102494654312,1260,1051566.26479,1191967.11487,108_86,518,0,0.0135135135135135,0,413812368,0,1614064210.54866,0,4.53515702978841e-06
9481,87,108,0.00102494654312,1296,1051566.26479,1224153.99487,108_87,1708,0,0.0103228529812069,0,316402470,0,5767706246.57912,0,4.40018805705889e-06
9645,88,108,0.00102494654312,1296,1051566.26479,1256340.87487,108_88,2932,0,0.0418094740115242,0,1281476592,0,9566745486.19429,11896939.3286514,4.27857361855783e-06
9809,89,108,0.00102494654312,311,1051566.26479,1288527.75487,108_89,534,0,0.00717781686317938,0,220004208,0,1413342383.81898,255700740.726227,4.1692616914675e-06
9974,90,108,0,0,1051566.26479,1320714.63487,108_90,0,32.1869,0.00107212293427055,0,30535434,0,0,0,4.07156913282635e-06
10308,92,108,0,0,1051566.26479,1385088.39487,108_92,0,32.1869,0.00592342065733909,0,33383988,0,0,0,3.90958117614911e-06
10477,93,108,0,0,1051566.26479,1417275.27487,108_93,0,0,0.00222292706720223,0,66608244,0,3268643,0,3.84478711580185e-06
10647,94,108,0,0,1051566.26479,1449462.15487,108_94,0,32.1869,2.95310897232676e-05,0,905148,0,0,0,3.79052500854912e-06
10818,95,108,0,0,1051566.26479,1481649.03487,108_95,0,0,0.0015210849653217,0,46615122,0,17652950,379544,3.74631988671306e-06
10988,96,108,0,0,1051566.26479,1513835.91487,108_96,0,32.1869,0.000774635091230453,0,23720202,0,626395,163894,3.71256257328675e-06
11159,97,108,7.62651461155e-05,1,1051566.26479,1546022.79487,108_97,0,45.5191505107466,0.00354547404864126,0,108671004,0,5808390,1112754,3.68851839339405e-06
11331,98,108,0,311,1051566.26479,1578209.67487,108_98,0,71.972096384988,0.0299766288330148,0,918192780,0,29508899,10359826,3.67434536344699e-06
11503,99,108,7.62651461155e-05,1271,1051566.26479,1610396.55487,108_99,0,101.783914820074,0.0589588718419078,0,1807127982,0,171313338,80678978,3.67022209385767e-06
11675,100,109,7.62651461155e-05,1296,1083753.14479,1642583.43487,109_100,0,143.944192769976,0.0483728355429556,0,1482659046,0,110086073.999983,13887860,3.89014983350092e-06
11846,101,109,7.62651461155e-05,1255,1083753.14479,1674770.31487,109_101,0,173.331761130758,0.0513949652528969,0,1575276984,0,139082468,196396768,3.90563045709413e-06
12017,102,109,7.62651461155e-05,232,1083753.14479,1706957.19487,109_102,0,203.567829640147,0.012077347135354,0,370178910,0,17561838,10653110,3.93103597410694e-06
12188,103,109,0,0,1083753.14479,1739144.07487,109_103,0,234.324168995283,0.00975089171428299,0,81729540,0,0,0,3.96672005088152e-06
12359,104,109,0,0,1083753.14479,1771330.95487,109_104,0,245.128127381131,0.00736607142857143,0,35141040,0,0,0,4.01265279554869e-06
12528,105,109,0,0,1083753.14479,1803517.83487,109_105,0,259.499083918711,0.00995316159250586,0,41184234,0,0,0,4.06918470848418e-06
12697,106,109,0,0,1083753.14479,1835704.71487,109_106,0,276.882183137774,0.0160463910689959,0,35433882,0,0,0,4.13628791346045e-06
12860,107,109,0,0,1083753.14479,1867891.59487,109_107,0,296.74855549244,0.0528646182745203,0,20978136,0,0,0,4.21439495592443e-06
14147,115,109,0,1260,1083753.14479,2125386.63487,109_115,0,503.804674694916,0.0885438269044657,0,272795634,0,0,28388166,5.27417420130811e-06
14303,116,109,0,1296,1083753.14479,2157573.51487,109_116,0,532.787996919169,0.112910332002312,0,3459023082,0,0,619303670,5.46861574337374e-06
14459,117,109,0,1296,1083753.14479,2189760.39487,109_117,0,562.120042465175,0.0991104944969503,0,3037170870,0,0,452701106,5.67914007201496e-06
14611,118,109,0,1296,1083753.14479,2221947.27487,109_118,0,591.748956639705,0.107606571048814,0,3297587274,0,0,448043066,5.90649009700407e-06
14764,119,109,0,1296,1083753.14479,2254134.15487,109_119,0,621.632291865963,0.0930344336658465,0,2849592258,0,0,324656762,6.15156227013255e-06
14911,120,109,0,1260,1083753.14479,2286321.03487,109_120,0,651.735051965214,0.0989651267978195,0,3031873092,0,0,339458978,6.41541583350188e-06
15058,121,109,0,1296,1083753.14479,2318507.91487,109_121,0,682.028183210115,0.096357286036408,0,2951048700,0,0,165248282,6.69909894833918e-06
15205,122,109,0,1296,1083753.14479,2350694.79487,109_122,0,712.487403740515,0.0850114754668429,0,2603285514,0,0,62374606,7.00365964307552e-06
15349,123,109,0,1296,1083753.14479,2382881.67487,109_123,0,743.092289926447,0.0656926952141058,0,2013475104,0,0,82861356,7.3303128978873e-06
15493,124,109,0,1260,1083753.14479,2415068.55487,109_124,0,773.825558682692,0.0533293841023766,0,1634510934,0,0,243951906,7.68036571943699e-06
15633,125,109,0,1296,1083753.14479,2447255.43487,109_125,0,804.6725,0.0473785020036291,0,1450712646,0,0,146400472,8.05540772307374e-06
15773,126,109,0,1296,1083753.14479,2479442.31487,109_126,0,835.620525301491,0.0249190820437713,0,763678692,0,0,182060312.14556,8.4571323833131e-06
15914,127,109,0,834,1083753.14479,2511629.19487,109_127,0,866.658805653788,0.0141062966707678,0,431595864,0,0,527589654.172586,8.88759091274779e-06
16055,128,109,0,0,1083753.14479,2543816.07487,109_128,0,897.777980122358,0,0,0,0,0,0,9.34808661020758e-06
16196,129,109,0,0,1083753.14479,2576002.95487,109_129,0,928.969919228352,0,0,0,0,0,0,9.84081863217276e-06
16335,130,109,0,0,1083753.14479,2608189.83487,109_130,0,960.227531959431,0.00516569916966713,0,37430532,0,0,0,1.03675437745977e-05
16758,133,109,0,0,1083753.14479,2704750.47487,109_133,0,1054.33594191677,0.0113716051020602,0,31946400,0,0,0,1.21742846537597e-05
16901,134,109,0,0,1083753.14479,2736937.35487,109_134,0,1085.8011111489,0.00402347272882684,0,122807286,0,0,9014170,1.28601379369344e-05
17062,135,109,0,193,1083753.14479,2769124.23487,109_135,0,1117.30739753662,0.0432258833374363,0,1322900424,0,0,111560058,1.35923268986115e-05
17225,136,109,0,947,1083753.14479,2801311.11487,109_136,0,1148.85141827442,0.0600721163107551,0,1826402310,0,0,356124410,1.43738047182247e-05
17396,137,109,0,1296,1083753.14479,2833497.99487,109_137,0,1170.29373013292,0.0486894028485561,0,1487983446,0,0,435414602,1.52078240288551e-05
17572,138,109,0,1296,1083753.14479,2865684.87487,109_138,0,1187.43053671413,0.0206742363125434,0,632432232,0,0,311666004.149581,1.60978650525371e-05
17749,139,109,0,1069,1083753.14479,2897871.75487,109_139,0,1205.18344550414,0.0124137463307411,0,380082294,0,0,315413792.74869,1.7047814679473e-05
17929,140,109,0,1296,1083753.14479,2930058.63487,109_140,0,1223.5256385448,0.0126743802227202,0,388441602,0,0,130836288.105328,1.80613195380996e-05
18110,141,109,0,1260,1083753.14479,2962245.51487,109_141,0,1242.43101703833,0.0157387039665289,0,482097798,0,0,169707912.822382,1.9142643466398e-05
18293,142,109,0,1296,1083753.14479,2994432.39487,109_142,0,1261.87426833444,0.00599481642068985,0,183745044,0,0,43074332.850049,2.02963437939746e-05
18477,143,109,0,1296,1083753.14479,3026619.27487,109_143,0,1281.83091674895,0.00718300329445363,0,220163940,0,0,49617106.6840109,2.15273841382877e-05
18662,144,109,0,1294,1083753.14479,3058806.15487,109_144,0,1302.27735995278,0.0101386126218859,0,310465764,0,0,58910595.5844417,2.28409868259181e-05
18849,145,109,0,950,1083753.14479,3090993.03487,109_145,0,1323.19089266096,0.00527415715112128,0,161648784,0,0,51940866.2844274,2.42425663457769e-05
19036,146,109,0,1013,1083753.14479,3123179.91487,109_146,0,1344.54971929619,0.00969491672638047,0,297154764,0,0,220073691.892277,2.57381862614699e-05
19226,147,109,0,1296,1083753.14479,3155366.79487,109_147,0,1366.3329572111,0.0576699255121043,0,1767620934,0,0,431739926,2.73342530525795e-05
19420,148,109,0,1296,1083753.14479,3187553.67487,109_148,0,1388.52063194114,0.041197176977767,0,1261856178,0,0,632173661.999977,2.9037275764072e-05
19616,149,109,0,1260,1083753.14479,3219740.55487,109_149,0,1411.09366583314,0.0274569649509393,0,841574664,0,0,615292579.531226,3.08545753549492e-05
19813,150,109,0,1296,1083753.14479,3251927.43487,109_150,0,1434.03386126195,0.0268307321365135,0,822380202,0,0,441426837.656282,3.27940567118133e-05
20012,151,109,0,1296,1083753.14479,3284114.31487,109_151,0,1456.61281634389,0.0160078459765874,0,489711690,0,0,142796090.93517,3.48642698122204e-05
20212,152,109,0,1296,1083753.14479,3316301.19487,109_152,0,1479.54745489691,0.0107755568725972,0,328169394,0,0,15380158,3.70744566737734e-05
20413,153,109,0,1260,1083753.14479,3348488.07487,109_153,0,1502.82149269626,0.00261763778393245,0,79333560,0,0,36495927.2154068,3.94344064846316e-05
20614,154,109,0,1296,1083753.14479,3380674.95487,109_154,0,1526.41940487891,0.00271846907966775,0,76272030,0,0,1155884,4.19541623053968e-05
20816,155,109,0,1296,1083753.14479,3412861.83487,109_155,0,1550.32640219252,0.0100205363557526,0,283311324,0,0,0,4.4644742445327e-05
21018,156,109,0,1296,1083753.14479,3445048.71487,109_156,0,1574.52840563222,0.00806102039619814,0,223278714,0,0,0,4.75177665794645e-05
21220,157,109,0,1296,1083753.14479,3477235.59487,109_157,0,1599.01201997155,0.00714576204138104,0,188510382,0,0,0,5.05857694717896e-05
21414,158,109,0,1260,1083753.14479,3509422.47487,109_158,0,1623.76450661648,0.00439479844887243,0,123792300,0,0,0,5.38623388619226e-05
21607,159,109,0,1221,1083753.14479,3541609.35487,109_159,0,1648.77375614262,0.0163291756149549,0,487022868,0,0,89719217.6055338,5.73620169691083e-05
21801,160,109,0,41,1083753.14479,3573796.23487,109_160,0,1674.02826081433,0.00231059826253434,0,70814520,0,0,28306277.6491834,6.11001096034883e-05
21990,161,109,0,0,1083753.14479,3605983.11487,109_161,0,1699.5170873306,0.00114758100175742,0,35167662,0,0,0,6.50930947446526e-05
22173,162,109,0,0,1083753.14479,3638169.99487,109_162,0,1725.22984999551,0,0,0,0,0,0,6.93587812549464e-05
22357,163,109,0,0,1083753.14479,3670356.87487,109_163,0,1751.15668447047,0,0,0,0,0,0,7.39163196131275e-05
22541,164,109,0,0,1083753.14479,3702543.75487,109_164,0,1777.2882222304,0.00216744005404946,0,57050946,0,0,0,7.87858658212284e-05
712,18,109,0,24,1083753.14479,-996740.725135,109_18,0,1454.12135704556,0.019367617929719,0.0143007360672976,84338496,11406414,39622330.9999999,98103497.9999685,0.000229231047857654
787,19,109,0,731,1083753.14479,-964553.845135,109_19,0,1422.06372209642,0.0200273334251715,0.016354862782836,537977376,456719377.257935,1084498326.72757,1076345490.40971,0.000214564319564501
862,20,109,0,1296,1083753.14479,-932366.965135,109_20,0,1390.01206162128,0.00340910374011251,0.0801819462551538,104491350,2559699161.16118,1464383925.43694,262629007.820947,0.000200855365854458
942,21,109,0,1296,1083753.14479,-900180.085135,109_21,0,1357.96679866107,0.0039241606873448,0.0310538516792333,120278196,5884295327.77839,2704991131.47631,458098339.684725,0.000188041083326551
1029,22,109,0,1260,1083753.14479,-867993.205135,109_22,0,1325.92839706455,0.00622584856283478,0.036752309722069,190826496,38430020898.522,2312921845.96577,199268850.021387,0.000176062319540016
1118,23,109,0,1296,1083753.14479,-835806.325135,109_23,0,1293.89736651782,0.00509932434603836,0.0235632039147802,156297762,38845784753.7039,1009515186.0226,91201815.6289088,0.000164863865554837
1209,24,109,0,1296,1083753.14479,-803619.445135,109_24,0,1261.87426833444,0.00467548093641763,0.0534176739786622,143173116,27750936135.094,1083675130.63491,112201282.650777,0.000154394512026932
1301,25,109,0,1296,1083753.14479,-771432.565135,109_25,0,1229.85972214338,0.00680778474267564,0.0336093332140509,208663236,39180494728.7832,1361481594.00714,133048002.446478,0.000144606211305979
1395,26,109,0,1296,1083753.14479,-739245.685135,109_26,0,1197.85441364126,0.00255096501521285,0.0259536587717325,78188814,46900514653.9376,1411495672.89163,78824835.04196,0.000135454110641647
1492,27,109,0,1260,1083753.14479,-707058.805135,109_27,0,1165.85910361086,0.00270296327114144,0.0798885461931385,82847664,15547994012.5781,632100509.16103,36804029.7547857,0.000126896175626046
1591,28,109,0,1296,1083753.14479,-674871.925135,109_28,0,1133.87463845348,0.0116230894904932,0.101423137956223,356255604,2405737621.12025,1309137315.1121,60993384.4423106,0.000118893242762718
1693,29,109,0,1296,1083753.14479,-642685.045135,109_29,0,1101.90196253883,0.0105113308185584,0.0178881970314306,322179444,8634762,434284909.652744,741561.540308942,0.000111408997162772
1800,30,109,0,1296,1083753.14479,-610498.165135,109_30,0,1069.94213274787,0.00991376053239343,0.0217548589499613,303863508,292622490,630242741.827543,404348.852539831,0.00010440936520238
1909,31,109,0,1260,1083753.14479,-578311.285135,109_31,0,1037.99633567484,0.00874120255808722,0.0447465494224501,267923808,347096112,692906759.996642,180999.235477116,9.78624515475385e-05
2020,32,109,0,1296,1083753.14479,-546124.405135,109_32,0,1006.06590807112,0.00696065156006667,0.0923084539692825,213348708,115449966,628069170.040746,3150735.63147079,9.17386428483296e-05
2134,33,109,0,1296,1083753.14479,-513937.525135,109_33,0,974.152361263247,0.00398693855976409,0.0467786301484191,122088492,24514056.5625837,422015832.374701,1653538.38624259,8.60102076473916e-05
2251,34,109,0,1296,1083753.14479,-481750.645135,109_34,0,942.257410472197,0.00782921302251572,0.050849757106787,239970708,16546622.5158167,58563739.9983105,0,8.06516594501991e-05
2368,35,109,0,1260,1083753.14479,-449563.765135,109_35,0,910.383010214932,0.00263347835414551,0.0261006193711789,80717904,182194439.507895,8147215.05022939,0,7.56388650956765e-05
2487,36,109,0,1296,1083753.14479,-417376.885135,109_36,0,878.531397304302,0.00152693105098543,0.0310543728161108,46801476,91209207.0073854,10621827.4204101,0,7.09488980039141e-05
2608,37,109,0,1296,1083753.14479,-385190.005135,109_37,0,846.70514340833,0.000868561462449048,0.0170224149656614,26622000,25669774.5128878,2817232.17663455,0,6.65608308326714e-05
2731,38,109,0,1296,1083753.14479,-353003.125135,109_38,0,814.907219726277,0.0059340119114519,0.026209189553985,181881504,240419561.204971,15754441.4139822,553481.402170309,6.24545503973572e-05
2855,39,109,0,1260,1083753.14479,-320816.245135,109_39,0,783.141077145823,0.0128390755379218,0.0496455834952477,393526404,1787378264.1461,29900858.2030567,1046967.93867901,5.86118354534478e-05
2979,40,109,0,1296,1083753.14479,-288629.365135,109_40,0,751.410746348128,0.00663059820433603,0.035908589117446,203232348,110610329.636396,11250861.9224573,0,5.50156760319565e-05
3103,41,109,0.00137606228412,1296,1083753.14479,-256442.485135,109_41,0,719.72096384988,0.00124291145276459,0.0341233478875282,38096082,37041780.633159,214706.650754453,0,5.16501839010186e-05
3227,42,109,0,1296,1083753.14479,-224255.605135,109_42,0,688.077332097033,0.00128633952588704,0.0323016270761876,39427182,2611027.09564762,0,0,4.84995451552067e-05
3351,43,109,0,1296,1083753.14479,-192068.725135,109_43,0,656.486524728239,0.0010493316270465,0.0291084767217037,32132754,3459216.88775132,0,0,4.55500347419519e-05
3476,44,109,0,1260,1083753.14479,-159881.845135,109_44,0,624.956552423423,0.00258310178932347,0.0364015846035321,79173828,226608103.857064,102501,74957.88553701,4.2788756168491e-05
3600,45,109,0,1296,1083753.14479,-127694.965135,109_45,0,593.497110984881,0.00741925201223977,0.0242413767046604,227405124,210300713.416352,273336,97816.5395795655,4.02033338622296e-05
3724,46,109,0,1296,1083753.14479,-95508.085135,109_46,0,562.120042465175,0.00387378412252275,0.0615252460417483,118734120,584507053.307126,142202.727553053,0,3.77825443602226e-05
3848,47,109,0,1296,1083753.14479,-63321.205135,109_47,0,530.839953844772,0.00737408681619242,0.075739254374727,226020780,3324652977.76645,10651084.2659893,0,3.55156492952621e-05
